index	name	height	weight	description	image
183	Marill	1' 04"	18.7	Marill's oil-filled tail acts much like a life preserver. If you see just its tail bobbing on the water's surface, it's a sure indication that this Pokémon is diving beneath the water to feed on aquatic plants.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/183.png
184	Azumarill	2' 07"	62.8	Azumarill's long ears are indispensable sensors. By focusing its hearing, this Pokémon can identify what kinds of prey are around, even in rough and fast-running rivers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/184.png
185	Sudowoodo	3' 11"	83.8	Sudowoodo camouflages itself as a tree to avoid being attacked by enemies. However, because its hands remain green throughout the year, the Pokémon is easily identified as a fake during the winter.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/185.png
186	Politoed	3' 07"	74.7	The curled hair on Politoed's head is proof of its status as a king. It is said that the longer and more curled the hair, the more respect this Pokémon earns from its peers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/186.png
187	Hoppip	1' 04"	1.1	This Pokémon drifts and floats with the wind. If it senses the approach of strong winds, Hoppip links its leaves with other Hoppip to prepare against being blown away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/187.png
188	Skiploom	2' 00"	2.2	Skiploom's flower blossoms when the temperature rises above 64 degrees Fahrenheit. How much the flower opens depends on the temperature. For that reason, this Pokémon is sometimes used as a thermometer.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/188.png
189	Jumpluff	2' 07"	6.6	Jumpluff rides warm southern winds to cross the sea and fly to foreign lands. The Pokémon descends to the ground when it encounters cold air while it is floating.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/189.png
190	Aipom	2' 07"	25.4	Aipom's tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/190.png
191	Sunkern	1' 00"	4.0	Sunkern tries to move as little as it possibly can. It does so because it tries to conserve all the nutrients it has stored in its body for its evolution. It will not eat a thing, subsisting only on morning dew.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/191.png
192	Sunflora	2' 07"	18.7	Sunflora converts solar energy into nutrition. It moves around actively in the daytime when it is warm. It stops moving as soon as the sun goes down for the night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/192.png
193	Yanma	3' 11"	83.8	Yanma is capable of seeing 360 degrees without having to move its eyes. It is a great flier that is adept at making sudden stops and turning midair. This Pokémon uses its flying ability to quickly chase down targeted prey.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/193.png
194	Wooper	1' 04"	18.7	Wooper usually lives in water. However, it occasionally comes out onto land in search of food. On land, it coats its body with a gooey, toxic film.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/194.png
195	Quagsire	4' 07"	165.3	Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/195.png
196	Espeon	2' 11"	58.4	Espeon is extremely loyal to any Trainer it considers to be worthy. It is said that this Pokémon developed its precognitive powers to protect its Trainer from harm.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/196.png
197	Umbreon	3' 03"	59.5	Umbreon evolved as a result of exposure to the moon's waves. It hides silently in darkness and waits for its foes to make a move. The rings on its body glow when it leaps to attack.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/197.png
198	Murkrow	1' 08"	4.6	Murkrow was feared and loathed as the alleged bearer of ill fortune. This Pokémon shows strong interest in anything that sparkles or glitters. It will even try to steal rings from women.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/198.png
199	Slowking	6' 07"	175.3	Slowking undertakes research every day in an effort to solve the mysteries of the world. However, this Pokémon apparently forgets everything it has learned if the Shellder on its head comes off.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/199.png
200	Misdreavus	2' 04"	2.2	Misdreavus frightens people with a creepy, sobbing cry. The Pokémon apparently uses its red spheres to absorb the fearful feelings of foes and turn them into nutrition.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/200.png
201	Unown	1' 08"	11.0	This Pokémon is shaped like ancient writing. It is a mystery as to which came first, the ancient writings or the various Unown. Research into this topic is ongoing but nothing is known.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/201.png
202	Wobbuffet	4' 03"	62.8	If two or more Wobbuffet meet, they will turn competitive and try to outdo each other's endurance. However, they may try to see which one can endure the longest without food. Trainers need to beware of this habit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/202.png
203	Girafarig	4' 11"	91.5	Girafarig's rear head also has a brain, but it is small. The rear head attacks in response to smells and sounds. Approaching this Pokémon from behind can cause the rear head to suddenly lash out and bite.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/203.png
204	Pineco	2' 00"	15.9	Pineco hangs from a tree branch and patiently waits for prey to come along. If the Pokémon is disturbed while eating by someone shaking its tree, it drops down to the ground and explodes with no warning.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/204.png
205	Forretress	3' 11"	277.3	Forretress conceals itself inside its hardened steel shell. The shell is opened when the Pokémon is catching prey, but it does so at such a quick pace that the shell's inside cannot be seen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/205.png
206	Dunsparce	4' 11"	30.9	Dunsparce has a drill for its tail. It uses this tail to burrow into the ground backward. This Pokémon is known to make its nest in complex shapes deep under the ground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/206.png
207	Gligar	3' 07"	142.9	Gligar glides through the air without a sound as if it were sliding. This Pokémon hangs on to the face of its foe using its clawed hind legs and the large pincers on its forelegs, then injects the prey with its poison barb.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/207.png
208	Steelix	30' 02"	881.8	Steelix lives even further underground than Onix. This Pokémon is known to dig toward the earth's core. There are records of this Pokémon reaching a depth of over six-tenths of a mile underground.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/208.png
209	Snubbull	2' 00"	17.2	By baring its fangs and making a scary face, Snubbull sends smaller Pokémon scurrying away in terror. However, this Pokémon seems a little sad at making its foes flee.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/209.png
210	Granbull	4' 07"	107.4	Granbull has a particularly well-developed lower jaw. The enormous fangs are heavy, causing the Pokémon to tip its head back for balance. Unless it is startled, it will not try to bite indiscriminately.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/210.png
211	Qwilfish	1' 08"	8.6	Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/211.png
212	Scizor	5' 11"	260.1	Scizor has a body with the hardness of steel. It is not easily fazed by ordinary sorts of attacks. This Pokémon flaps its wings to regulate its body temperature.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/212.png
213	Shuckle	2' 00"	45.2	Shuckle quietly hides itself under rocks, keeping its body concealed inside its hard shell while eating berries it has stored away. The berries mix with its body fluids to become a juice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/213.png
214	Heracross	4' 11"	119.0	Heracross charges in a straight line at its foe, slips beneath the foe's grasp, and then scoops up and hurls the opponent with its mighty horn. This Pokémon even has enough power to topple a massive tree.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/214.png
215	Sneasel	2' 11"	61.7	Sneasel scales trees by punching its hooked claws into the bark. This Pokémon seeks out unguarded nests and steals eggs for food while the parents are away.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/215.png
216	Teddiursa	2' 00"	19.4	This Pokémon likes to lick its palms that are sweetened by being soaked in honey. Teddiursa concocts its own honey by blending fruits and pollen collected by Beedrill.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/216.png
217	Ursaring	5' 11"	277.3	In the forests inhabited by Ursaring, it is said that there are many streams and towering trees where they gather food. This Pokémon walks through its forest gathering food every day.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/217.png
218	Slugma	2' 04"	77.2	Molten magma courses throughout Slugma's circulatory system. If this Pokémon is chilled, the magma cools and hardens. Its body turns brittle and chunks fall off, reducing its size.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/218.png
219	Magcargo	2' 07"	121.3	Magcargo's shell is actually its skin that hardened as a result of cooling. Its shell is very brittle and fragile—just touching it causes it to crumble apart. This Pokémon returns to its original size by dipping itself in magma.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/219.png
220	Swinub	1' 04"	14.3	Swinub roots for food by rubbing its snout against the ground. Its favorite food is a mushroom that grows under the cover of dead grass. This Pokémon occasionally roots out hot springs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/220.png
221	Piloswine	3' 07"	123.0	Piloswine is covered by a thick coat of long hair that enables it to endure the freezing cold. This Pokémon uses its tusks to dig up food that has been buried under ice.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/221.png
222	Corsola	2' 00"	11.0	Corsola's branches glitter very beautifully in seven colors when they catch sunlight. If any branch breaks off, this Pokémon grows it back in just one night.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/222.png
223	Remoraid	2' 00"	26.5	Remoraid sucks in water, then expels it at high velocity using its abdominal muscles to shoot down flying prey. When evolution draws near, this Pokémon travels downstream from rivers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/223.png
224	Octillery	2' 11"	62.8	Octillery grabs onto its foe using its tentacles. This Pokémon tries to immobilize it before delivering the finishing blow. If the foe turns out to be too strong, Octillery spews ink to escape.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/224.png
225	Delibird	2' 11"	35.3	Delibird carries its food bundled up in its tail. There once was a famous explorer who managed to reach the peak of the world's highest mountain, thanks to one of these Pokémon sharing its food.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/225.png
226	Mantine	6' 11"	485.0	On sunny days, schools of Mantine can be seen elegantly leaping over the sea's waves. This Pokémon is not bothered by the Remoraid that hitches rides.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/226.png
227	Skarmory	5' 07"	111.3	Skarmory is entirely encased in hard, protective armor. This Pokémon flies at close to 190 mph. It slashes foes with its wings that possess swordlike cutting edges.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/227.png
228	Houndour	2' 00"	23.8	Houndour hunt as a coordinated pack. They communicate with each other using a variety of cries to corner their prey. This Pokémon's remarkable teamwork is unparalleled.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/228.png
229	Houndoom	4' 07"	77.2	In a Houndoom pack, the one with its horns raked sharply toward the back serves a leadership role. These Pokémon choose their leader by fighting among themselves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/229.png
230	Kingdra	5' 11"	335.1	Kingdra lives at extreme ocean depths that are otherwise uninhabited. It has long been believed that the yawning of this Pokémon creates spiraling ocean currents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/230.png
231	Phanpy	1' 08"	73.9	For its nest, Phanpy digs a vertical pit in the ground at the edge of a river. It marks the area around its nest with its trunk to let the others know that the area has been claimed.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/231.png
232	Donphan	3' 07"	264.6	Donphan's favorite attack is curling its body into a ball, then charging at its foe while rolling at high speed. Once it starts rolling, this Pokémon can't stop very easily.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/232.png
233	Porygon2	2' 00"	71.6	Porygon2 was created by humans using the power of science. The man-made Pokémon has been endowed with artificial intelligence that enables it to learn new gestures and emotions on its own.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/233.png
234	Stantler	4' 07"	157.0	Stantler's magnificent antlers were traded at high prices as works of art. As a result, this Pokémon was hunted close to extinction by those who were after the priceless antlers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/234.png
235	Smeargle	3' 11"	127.9	Smeargle marks the boundaries of its territory using a body fluid that leaks out from the tip of its tail. Over 5,000 different marks left by this Pokémon have been found.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/235.png
236	Tyrogue	2' 04"	46.3	Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/236.png
237	Hitmontop	4' 07"	105.8	Hitmontop spins on its head at high speed, all the while delivering kicks. This technique is a remarkable mix of both offense and defense at the same time. The Pokémon travels faster spinning than it does walking.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/237.png
238	Smoochum	1' 04"	13.2	Smoochum actively runs about, but also falls quite often. Whenever the chance arrives, it will look for its reflection to make sure its face hasn't become dirty.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/238.png
239	Elekid	2' 00"	51.8	Elekid stores electricity in its body. If it touches metal and accidentally discharges all its built-up electricity, this Pokémon begins swinging its arms in circles to recharge itself.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/239.png
240	Magby	2' 04"	47.2	Magby's state of health is determined by observing the fire it breathes. If the Pokémon is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/240.png
241	Miltank	3' 11"	166.4	Miltank gives over five gallons of milk on a daily basis. Its sweet milk is enjoyed by children and grown-ups alike. People who can't drink milk turn it into yogurt and eat it instead.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/241.png
242	Blissey	4' 11"	103.2	Blissey senses sadness with its fluffy coat of fur. If it does so, this Pokémon will rush over to a sad person, no matter how far away, to share a Lucky Egg that brings a smile to any face.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/242.png
243	Raikou	6' 03"	392.4	Raikou embodies the speed of lightning. The roars of this Pokémon send shock waves shuddering through the air and shake the ground as if lightning bolts had come crashing down.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/243.png
244	Entei	6' 11"	436.5	Entei embodies the passion of magma. This Pokémon is thought to have been born in the eruption of a volcano. It sends up massive bursts of fire that utterly consume all that they touch.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/244.png
245	Suicune	6' 07"	412.3	Suicune embodies the compassion of a pure spring of water. It runs across the land with gracefulness. This Pokémon has the power to purify dirty water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/245.png
246	Larvitar	2' 00"	158.7	Larvitar is born deep under the ground. To come up to the surface, this Pokémon must eat its way through the soil above. Until it does so, Larvitar cannot see its parents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/246.png
247	Pupitar	3' 11"	335.1	Pupitar creates a gas inside its body that it compresses and forcefully ejects to propel itself like a jet. The body is very durable—it avoids damage even if it hits solid steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/247.png
248	Tyranitar	6' 07"	445.3	Tyranitar is so overwhelmingly powerful, it can bring down a whole mountain to make its nest. This Pokémon wanders about in mountains seeking new opponents to fight.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/248.png
249	Lugia	17' 01"	476.2	Lugia's wings pack devastating power—a light fluttering of its wings can blow apart regular houses. As a result, this Pokémon chooses to live out of sight deep under the sea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/249.png
250	Ho-Oh	12' 06"	438.7	Ho-Oh's feathers glow in seven colors depending on the angle at which they are struck by light. These feathers are said to bring happiness to the bearers. This Pokémon is said to live at the foot of a rainbow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/250.png
251	Celebi	2' 00"	11.0	This Pokémon came from the future by crossing over time. It is thought that so long as Celebi appears, a bright and shining future awaits us.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/251.png
252	Treecko	1' 08"	11.0	Treecko has small hooks on the bottom of its feet that enable it to scale vertical walls. This Pokémon attacks by slamming foes with its thick tail.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/252.png
253	Grovyle	2' 11"	47.6	The leaves growing out of Grovyle's body are convenient for camouflaging it from enemies in the forest. This Pokémon is a master at climbing trees in jungles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/253.png
254	Sceptile	5' 07"	115.1	The leaves growing on Sceptile's body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/254.png
255	Torchic	1' 04"	5.5	Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/255.png
256	Combusken	2' 11"	43.0	Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon's legs possess both speed and power, enabling it to dole out 10 kicks in one second.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/256.png
257	Blaziken	6' 03"	114.6	In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon's wrists burn.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/257.png
258	Mudkip	1' 04"	16.8	The fin on Mudkip's head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/258.png
259	Marshtomp	2' 04"	61.7	The surface of Marshtomp's body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/259.png
260	Swampert	4' 11"	180.6	Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/260.png
261	Poochyena	1' 08"	30.0	At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/261.png
262	Mightyena	3' 03"	81.6	Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/262.png
263	Zigzagoon	1' 04"	38.6	Zigzagoon restlessly wanders everywhere at all times. This Pokémon does so because it is very curious. It becomes interested in anything that it happens to see.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/263.png
264	Linoone	1' 08"	71.6	Linoone always runs full speed and only in straight lines. If facing an obstacle, it makes a right-angle turn to evade it. This Pokémon is very challenged by gently curving roads.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/264.png
265	Wurmple	1' 00"	7.9	Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon's feet are tipped with suction pads that allow it to cling to glass without slipping.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/265.png
266	Silcoon	2' 00"	22.0	Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/266.png
267	Beautifly	3' 03"	62.6	Beautifly's favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/267.png
268	Cascoon	2' 04"	25.4	Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/268.png
269	Dustox	3' 11"	69.7	Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/269.png
270	Lotad	1' 08"	5.7	Lotad live in ponds and lakes, where they float on the surface. It grows weak if its broad leaf dies. On rare occasions, this Pokémon travels on land in search of clean water.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/270.png
271	Lombre	3' 11"	71.6	Lombre is nocturnal—it will get active after dusk. It is also a mischief maker. When this Pokémon spots anglers, it tugs on their fishing lines from beneath the surface and enjoys their consternation.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/271.png
272	Ludicolo	4' 11"	121.3	Ludicolo begins dancing as soon as it hears cheerful, festive music. This Pokémon is said to appear when it hears the singing of children on hiking outings.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/272.png
273	Seedot	1' 08"	8.8	Seedot attaches itself to a tree branch using the top of its head. It sucks moisture from the tree while hanging off the branch. The more water it drinks, the glossier this Pokémon's body becomes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/273.png
274	Nuzleaf	3' 03"	61.7	Nuzleaf live in densely overgrown forests. They occasionally venture out of the forest to startle people. This Pokémon dislikes having its long nose pinched.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/274.png
275	Shiftry	4' 03"	131.4	Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/275.png
276	Taillow	1' 00"	5.1	Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/276.png
277	Swellow	2' 04"	43.7	Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow's clawed feet, preventing escape.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/277.png
278	Wingull	2' 00"	20.9	Wingull has the habit of carrying prey and valuables in its beak and hiding them in all sorts of locations. This Pokémon rides the winds and flies as if it were skating across the sky.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/278.png
279	Pelipper	3' 11"	61.7	Pelipper is a flying transporter that carries small Pokémon and eggs inside its massive bill. This Pokémon builds its nest on steep cliffs facing the sea.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/279.png
280	Ralts	1' 04"	14.6	Ralts senses the emotions of people using the horns on its head. This Pokémon rarely appears before people. But when it does, it draws closer if it senses that the person has a positive disposition.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/280.png
281	Kirlia	2' 07"	44.5	It is said that a Kirlia that is exposed to the positive emotions of its Trainer grows beautiful. This Pokémon controls psychokinetic powers with its highly developed brain.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/281.png
282	Gardevoir	5' 03"	106.7	Gardevoir has the ability to read the future. If it senses impending danger to its Trainer, this Pokémon is said to unleash its psychokinetic energy at full power.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/282.png
283	Surskit	1' 08"	3.7	From the tips of its feet, Surskit secretes an oil that enables it to walk on water as if it were skating. This Pokémon feeds on microscopic organisms in ponds and lakes.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/283.png
284	Masquerain	2' 07"	7.9	Masquerain intimidates enemies with the eyelike patterns on its antennas. This Pokémon flaps its four wings to freely fly in any direction—even sideways and backwards—as if it were a helicopter.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/284.png
285	Shroomish	1' 04"	9.9	Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/285.png
286	Breloom	3' 11"	86.4	Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon's fighting technique puts boxers to shame.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/286.png
287	Slakoth	2' 07"	52.9	Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon's sole daily meal consists of just three leaves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/287.png
288	Vigoroth	4' 07"	102.5	Vigoroth is always itching and agitated to go on a wild rampage. It simply can't tolerate sitting still for even a minute. This Pokémon's stress level rises if it can't be moving constantly.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/288.png
289	Slaking	6' 07"	287.7	Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/289.png
290	Nincada	1' 08"	12.1	Nincada lives underground for many years in complete darkness. This Pokémon absorbs nutrients from the roots of trees. It stays motionless as it waits for evolution.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/290.png
291	Ninjask	2' 07"	26.5	Ninjask moves around at such a high speed that it cannot be seen, even while its crying can be clearly heard. For that reason, this Pokémon was long believed to be invisible.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/291.png
292	Shedinja	2' 07"	2.6	Shedinja's hard body doesn't move—not even a twitch. In fact, its body appears to be merely a hollow shell. It is believed that this Pokémon will steal the spirit of anyone peering into its hollow body from its back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/292.png
293	Whismur	2' 00"	35.9	Normally, Whismur's voice is very quiet—it is barely audible even if one is paying close attention. However, if this Pokémon senses danger, it starts crying at an earsplitting volume.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/293.png
294	Loudred	3' 03"	89.3	Loudred's bellowing can completely decimate a wood-frame house. It uses its voice to punish its foes. This Pokémon's round ears serve as loudspeakers.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/294.png
295	Exploud	4' 11"	185.2	Exploud triggers earthquakes with the tremors it creates by bellowing. If this Pokémon violently inhales from the ports on its body, it's a sign that it is preparing to let loose a huge bellow.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/295.png
296	Makuhita	3' 03"	190.5	Makuhita is tenacious—it will keep getting up and attacking its foe however many times it is knocked down. Every time it gets back up, this Pokémon stores more energy in its body for evolving.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/296.png
297	Hariyama	7' 07"	559.5	Hariyama practices its straight-arm slaps in any number of locations. One hit of this Pokémon's powerful, openhanded, straight-arm punches could snap a telephone pole in two.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/297.png
298	Azurill	0' 08"	4.4	Azurill spins its tail as if it were a lasso, then hurls it far. The momentum of the throw sends its body flying, too. Using this unique action, one of these Pokémon managed to hurl itself a record 33 feet.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/298.png
299	Nosepass	3' 03"	213.8	Nosepass's magnetic nose is always pointed to the north. If two of these Pokémon meet, they cannot turn their faces to each other when they are close because their magnetic noses repel one another.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/299.png
300	Skitty	2' 00"	24.3	Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/300.png
301	Delcatty	3' 07"	71.9	Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/301.png
302	Sableye	1' 08"	24.3	Sableye lead quiet lives deep inside caverns. They are feared, however, because these Pokémon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/302.png
303	Mawile	2' 00"	25.4	Mawile's huge jaws are actually steel horns that have been transformed. Its docile-looking face serves to lull its foe into letting down its guard. When the foe least expects it, Mawile chomps it with its gaping jaws.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/303.png
304	Aron	1' 04"	132.3	This Pokémon has a body of steel. To make its body, Aron feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/304.png
